,SPY,GLD,IEF,IWD,QQQ,SHY,SMH,DATE,YEAR,YEAR_MONTH
2285,178.3450927734375,126.0,97.40730285644531,83.93916320800781,98.62393188476562,76.31461334228516,25.30098533630371,2016-06-24,2016,201606
2286,175.1509246826172,126.68000030517578,98.24938201904297,82.22765350341797,96.66639709472656,76.35943603515625,24.520801544189453,2016-06-27,2016,201606
2287,178.30996704101562,125.31999969482422,98.23198699951172,83.76296997070312,98.78472137451172,76.38626861572266,25.19084358215332,2016-06-28,2016,201606
2288,181.3461151123047,125.83999633789062,97.8326644897461,85.29828643798828,100.53419494628906,76.35943603515625,25.704849243164062,2016-06-29,2016,201606
2289,183.8207244873047,126.47000122070312,98.04971313476562,86.60709381103516,101.6973876953125,76.39523315429688,26.163780212402344,2016-06-30,2016,201606
2290,184.2068328857422,128.41000366210938,98.30875396728516,86.69934844970703,102.20803833007812,76.42210388183594,25.971031188964844,2016-07-01,2016,201607
2291,182.88182067871094,129.47000122070312,98.84769439697266,85.81845092773438,101.58387756347656,76.45793914794922,25.557987213134766,2016-07-05,2016,201607
2292,183.97866821289062,130.22999572753906,98.86509704589844,86.31305694580078,102.41609191894531,76.42210388183594,25.594703674316406,2016-07-06,2016,201607
2293,183.86463928222656,129.74000549316406,98.73469543457031,86.08516693115234,102.71869659423828,76.3862533569336,25.883834838867188,2016-07-07,2016,201607
2294,186.6024627685547,130.52000427246094,98.92593383789062,87.45255279541016,104.30742645263672,76.3862533569336,26.59058952331543,2016-07-08,2016,201607
2295,187.26055908203125,129.2899932861328,98.40437316894531,87.79859161376953,104.90319061279297,76.30560302734375,26.948558807373047,2016-07-11,2016,201607
2296,188.62066650390625,127.1500015258789,97.82193756103516,88.62578582763672,105.43279266357422,76.27875518798828,27.24226951599121,2016-07-12,2016,201607
2297,188.59434509277344,128.32000732421875,98.07402038574219,88.68486785888672,105.17744445800781,76.29667663574219,27.246862411499023,2016-07-13,2016,201607
2298,189.64736938476562,127.33000183105469,97.66546630859375,89.15750885009766,105.89613342285156,76.25186920166016,27.476329803466797,2016-07-14,2016,201607
2299,189.3928985595703,126.83999633789062,97.29165649414062,89.0731201171875,105.72592163085938,76.21601104736328,27.398311614990234,2016-07-15,2016,201607
2300,189.90184020996094,127.04000091552734,97.26560974121094,89.23347473144531,106.42571258544922,76.26084899902344,28.196855545043945,2016-07-18,2016,201607
2301,189.7087860107422,127.20999908447266,97.52639770507812,89.12376403808594,106.03802490234375,76.26978302001953,28.08670997619629,2016-07-19,2016,201607
2302,190.49855041503906,125.38999938964844,97.32640075683594,89.301025390625,107.27684020996094,76.23394012451172,28.51810646057129,2016-07-20,2016,201607
2303,189.77899169921875,127.30000305175781,97.54375457763672,88.98028564453125,107.03093719482422,76.28768920898438,28.274871826171875,2016-07-21,2016,201607
2304,190.63018798828125,126.3499984741211,97.46553802490234,89.41073608398438,107.47541046142578,76.26084899902344,28.44468116760254,2016-07-22,2016,201607
2305,190.1124725341797,125.47000122070312,97.38729095458984,89.05624389648438,107.48486328125,76.20703887939453,28.577770233154297,2016-07-25,2016,201607
2306,190.2002410888672,126.0,97.4481430053711,89.26725006103516,107.60780334472656,76.21601104736328,29.40384864807129,2016-07-26,2016,201607
2307,189.99838256835938,128.02999877929688,97.86538696289062,88.92119598388672,108.3548812866211,76.26978302001953,29.29829216003418,2016-07-27,2016,201607
2308,190.21775817871094,127.66000366210938,97.91756439208984,88.9549560546875,108.73318481445312,76.26084899902344,29.261577606201172,2016-07-28,2016,201607
2309,190.52490234375,128.97999572753906,98.29134368896484,89.11534118652344,108.9695816040039,76.3593978881836,29.142257690429688,2016-07-29,2016,201607
2310,190.36691284179688,129.22000122070312,97.95008850097656,88.68486785888672,109.54647064208984,76.33341979980469,29.224864959716797,2016-08-01,2016,201608
2311,189.14720153808594,130.27000427246094,97.71509552001953,88.08556365966797,108.71424102783203,76.30646514892578,28.839365005493164,2016-08-02,2016,201608
2312,189.69998168945312,129.64999389648438,97.76730346679688,88.46540069580078,109.0736083984375,76.31544494628906,28.912790298461914,2016-08-03,2016,201608
2313,189.90184020996094,129.8699951171875,98.0023422241211,88.4906997680664,109.38568115234375,76.36924743652344,29.11931037902832,2016-08-04,2016,201608
2314,191.45506286621094,127.55000305175781,97.39301300048828,89.42761993408203,110.43539428710938,76.26167297363281,29.45892333984375,2016-08-05,2016,201608
2315,191.34097290039062,127.44000244140625,97.3407974243164,89.57955932617188,110.31244659423828,76.23477935791016,29.45892333984375,2016-08-08,2016,201608
2316,191.45506286621094,127.95999908447266,97.68897247314453,89.56269073486328,110.5677490234375,76.27958679199219,29.65626335144043,2016-08-09,2016,201608
2317,190.98118591308594,128.55999755859375,97.95008850097656,89.19129180908203,110.2840805053711,76.31544494628906,29.45892333984375,2016-08-10,2016,201608
2318,191.8674774169922,127.66999816894531,97.48002624511719,89.63020324707031,110.75689697265625,76.24371337890625,29.5782413482666,2016-08-11,2016,201608
2319,191.70074462890625,127.4000015258789,97.82829284667969,89.57112121582031,110.83256530761719,76.29753875732422,29.70215606689453,2016-08-12,2016,201608
2320,192.2535858154297,127.83999633789062,97.5409927368164,89.90875244140625,111.30537414550781,76.27958679199219,30.037179946899414,2016-08-15,2016,201608
2321,191.2620086669922,128.47000122070312,97.37557983398438,89.51202392578125,110.690673828125,76.25273132324219,29.86277961730957,2016-08-16,2016,201608
